obs_id,observer,instrument,t_index,u,overlap,thickness_true,depth_blue,memo,f_white,f_blue,f_light,f_star,f_len,haze_obs,star_count,true_lambda,noise_sigma,overdispersed,event_flag,event_name
142,カムパネルラ,両面凸レンズ模型,51,-0.2559481802654415,0.7938926261462365,1.1753322542037743,0.5437211168687885,すると青年は自分でとって一つずつ二人に送ってよこしましたのでジョバンニも立ってありがとうと云いました,0,1,0,0,50,1.2344892318433671,1,2.972151383737203,0.1435947775730764,0,0,
148,先生,アルビレオ両面凸レンズ,50,0.5501426143966921,0.75,0.634832221352165,0.409709170597582,ただたくさんのくるみの木が葉をさんさんと光らしてその霧の中に立ち黄金（きん）の円光をもった電気栗鼠（りす）が可愛（かあい）い顔をその中からちらちらのぞいているだけでした,0,0,2,0,84,0.8610834075614477,1,1.6606428179466657,0.1586116331760967,0,0,
152,ジョバンニ,両面凸レンズ模型,48,-0.5107406443496968,0.6545084971874736,0.6244454177652246,0.4071995236231577,そこに学生たち町の人たちに囲まれて青じろい尖（とが）ったあごをしたカムパネルラのお父さんが黒い服を着てまっすぐに立って右手に持った時計をじっと見つめていたのです,0,1,0,0,80,0.9196663942694212,2,1.596490380383901,0.1797201496738295,0,0,
159,カムパネルラ,アルビレオ両面凸レンズ,194,-0.3264788385481166,0.5522642316338265,0.980623027196222,0.4951559083645168,その島の平らないただきに、立派な眼もさめるような、白い十字架（じゅうじか）がたって、それはもう凍（こお）った北極の雲で鋳（い）たといったらいいか、すきっとした金いろの円光をいただいて、しずかに永久に立っているのでした,1,0,1,0,108,1.0129371314708846,3,2.251803618306256,0.1986956327059774,0,0,
161,先生,アルビレオ両面凸レンズ,47,-0.9659530107009496,0.6039558454088797,0.5400814142735546,0.3870051377670381,あすこの岸のずうっと向うにまるでけむりのような小さな青い火が見える,0,1,0,0,33,0.5799109458343327,5,1.1210074505376797,0.1916495084993649,0,0,
184,カムパネルラ,アルビレオ両面凸レンズ,131,0.0351238489577341,0.7033683215379006,1.7741702401913837,0.6844223092513639,」青年はほんとうにびっくりしたらしく燈台看守の両手にかかえられた一もりの苹果を眼を細くしたり首をまげたりしながらわれを忘れてながめていました,0,1,0,0,70,1.6029005033802564,3,5.069459662600739,0.1578820768916073,1,0,
192,カムパネルラ,アルビレオ両面凸レンズ,32,-0.6660422194856171,0.0109261996330971,0.55278314843671,0.3900226879236673,その正面の青じろい時計はかっきり第二時を示しその振子（ふりこ）は風もなくなり汽車もうごかずしずかなしずかな野原のなかにカチッカチッと正しく時を刻んで行くのでした,0,1,0,0,80,0.5652090963193357,2,1.0502454036661255,0.3219953285637719,0,0,
202,先生,アルビレオ両面凸レンズ,180,-0.7512794505553851,1.0,0.5536696830992439,0.3902336194961656,すると町の家々ではこんやの銀河の祭りにいちいの葉の玉をつるしたりひのきの枝（えだ）にあかりをつけたりいろいろ仕度（したく）をしているのでした,0,0,0,0,70,0.9186859777563412,1,1.5661656186605553,0.1043906552201533,0,0,
211,先生,両面凸レンズ模型,110,0.4851362553703555,0.7499999999999996,0.6898947334564645,0.423089044706733,あああの白いそらの帯がみんな星だというぞ,1,0,0,1,20,0.7600953824177499,0,1.742477183446579,0.1580764382117307,0,0,
224,ジョバンニ,両面凸レンズ模型,107,0.3569383215972358,0.60395584540888,0.9152014961684948,0.4788130684121922,けれどもだんだん気をつけて見ると、そのきれいな水は、ガラスよりも水素よりもすきとおって、ときどき眼（め）の加減か、ちらちら紫（むらさき）いろのこまかな波をたてたり、虹（にじ）のようにぎらっと光ったりしながら、声もなくどんどん流れて行き、野原にはあっちにもこっちにも、燐光（りんこう）の三角標が、うつくしく立っていたのです,0,0,2,0,160,1.0710792571273309,3,2.2007823953285137,0.1879771912735587,1,0,
227,カムパネルラ,両面凸レンズ模型,187,0.2708370365616961,0.8715724127386972,1.12588469264883,0.5314296787260638,」青年はほんとうにびっくりしたらしく燈台看守の両手にかかえられた一もりの苹果を眼を細くしたり首をまげたりしながらわれを忘れてながめていました,0,1,0,0,70,1.2425117027256245,2,2.9576456077101727,0.126996882048444,0,0,
231,先生,アルビレオ両面凸レンズ,223,-0.2742558817875496,0.3960441545911202,1.1447131544629674,0.5361152837236058,車室の中は、青い天蚕絨（びろうど）を張った腰掛（こしか）けが、まるでがら明きで、向うの鼠（ねずみ）いろのワニスを塗った壁（かべ）には、真鍮（しんちゅう）の大きなぼたんが二つ光っているのでした,0,1,2,0,95,1.5017329810861786,3,2.452061675130305,0.2314256746410093,0,0,
233,ジョバンニ,アルビレオ両面凸レンズ,156,-0.5227786689843408,0.095491502812526,0.6242603505791811,0.4071548513793482,ジョバンニは玄関（げんかん）を上って行きますとジョバンニのお母さんがすぐ入口の室（へや）に白い巾（きれ）を被（かぶ）って寝（やす）んでいたのでした,1,0,0,0,73,0.799284552400595,0,1.2323550940127772,0.3027056753260703,0,0,
241,先生,アルビレオ両面凸レンズ,118,-0.7966899435178556,0.9890738003669026,0.551775224818185,0.3897829244622198,「ではみなさんは、そういうふうに川だと云（い）われたり、乳の流れたあとだと云われたりしていたこのぼんやりと白いものがほんとうは何かご承知ですか,2,0,0,0,71,0.9138221121752216,0,1.518598210244778,0.1068124469407926,0,0,
247,ジョバンニ,アルビレオ両面凸レンズ,46,0.1786576661900304,0.552264231633827,1.4688908575067272,0.615121203664198,そしてジョバンニは青い琴（こと）の星が、三つにも四つにもなって、ちらちら瞬（またた）き、脚が何べんも出たり引っ込（こ）んだりして、とうとう蕈（きのこ）のように長く延びるのを見ました,0,1,0,1,90,1.1813463784291134,3,3.5811534363340343,0.1938970208939901,0,0,
254,先生,アルビレオ両面凸レンズ,35,-0.5836742853346656,0.0669872981077807,0.6020223602073489,0.4017983304884588,そんなら何がその川の水にあたるかと云いますと、それは真空という光をある速さで伝えるもので、太陽や地球もやっぱりそのなかに浮（うか）んでいるのです,0,0,1,0,72,1.1826251936763084,1,1.164016341116445,0.3091908611967499,0,0,
268,先生,アルビレオ両面凸レンズ,84,0.4990921648398759,0.0954915028125263,0.6753566574216874,0.4195445483696712,「このぼんやりと白い銀河を大きないい望遠鏡で見ますと、もうたくさんの小さな星に見えるのです,2,0,0,1,45,0.6266922519612126,0,1.287532924962128,0.3022100874464573,0,0,
278,カムパネルラ,両面凸レンズ模型,101,-0.8637225182646584,0.2966316784620994,0.5655622075960273,0.3930671271198965,あんな赤く光る火は何を燃やせばできるんだろう,0,0,1,0,22,0.9013187101191764,3,1.0620203743783685,0.2590183456535422,0,0,
298,先生,両面凸レンズ模型,189,0.8142494176000232,0.7938926261462376,0.5413253856014921,0.3873002892226487,全くもう車の中ではあの黒服の丈高（たけたか）い青年も誰（たれ）もみんなやさしい夢（ゆめ）を見ているのでした,0,1,0,0,53,0.7161771624911382,2,1.354391927900628,0.1498516106789218,0,0,
303,カムパネルラ,アルビレオ両面凸レンズ,200,0.7289028133342929,0.2499999999999998,0.5601668828766101,0.3917807348206995,ごとごとごとごと、その小さなきれいな汽車は、そらのすすきの風にひるがえる中を、天の川の水や、三角点の青じろい微光（びこう）の中を、どこまでもどこまでもと、走って行くのでした,0,1,1,0,86,0.834978264074829,0,1.1445737251010308,0.2693287706071721,0,0,
312,カムパネルラ,アルビレオ両面凸レンズ,93,-0.5995539242520809,0.0244717418524231,0.5804905980325044,0.3966341518935056,」カムパネルラは、指でそっと、鷺の三日月がたの白い瞑（つぶ）った眼にさわりました,1,0,0,0,40,0.6507494728548626,2,1.0983127211249728,0.3187508507167267,0,0,
326,先生,両面凸レンズ模型,36,0.7766765558368504,0.0954915028125261,0.5524576863433438,0.3899452616393671,さぎというものは、みんな天の川の砂が凝（こご）って、ぼおっとできるもんですからね、そして始終川へ帰りますからね、川原で待っていて、鷺がみんな、脚（あし）をこういう風にして下りてくるとこを、そいつが地べたへつくかつかないうちに、ぴたっと押（おさ）えちまうんです,0,0,0,0,129,0.7190925368120591,1,1.0518150172436629,0.3033940589156695,0,0,
363,ジョバンニ,両面凸レンズ模型,167,-0.2364847619005252,0.603955845408879,1.2714578321734646,0.5674507655728759,そのまん中に円い黒い星座早見が青いアスパラガスの葉で飾ってありました,0,1,0,1,34,1.2905659541046557,3,2.969543431592048,0.1844316833871316,0,0,
376,カムパネルラ,アルビレオ両面凸レンズ,35,0.8886728902973867,0.0669872981077807,0.5653578765658166,0.3930183818792113,そしてその鶴をもってこっちを見ている影（かげ）ももうどんどん小さく遠くなり電しんばしらの碍子（がいし）がきらっきらっと続いて二つばかり光ってまたとうもろこしの林になってしまいました,0,0,1,0,90,1.1788676111898526,0,0.9690338329429634,0.3095420591411197,0,0,
412,ジョバンニ,アルビレオ両面凸レンズ,32,-0.9280586078895928,0.0109261996330971,0.5501708868132723,0.3894013966898601,」ジョバンニはもうすっかり機嫌（きげん）が直って面白（おもしろ）そうにわらって女の子に答えました,1,0,0,0,48,0.7530445691505582,2,0.8937402625442561,0.3220201802131242,1,0,
418,カムパネルラ,アルビレオ両面凸レンズ,186,-0.7744364931030066,0.904508497187474,0.5325475062178839,0.3852193811259367,」青年のうしろにもひとり十二ばかりの眼の茶いろな可愛（かあい）らしい女の子が黒い外套（がいとう）を着て青年の腕（うで）にすがって不思議そうに窓の外を見ているのでした,0,2,0,0,82,0.7985144730222048,2,1.4606563516919893,0.1255993553737182,0,0,
420,カムパネルラ,アルビレオ両面凸レンズ,168,0.9589677007150644,0.6545084971874734,0.5500935463748726,0.3893830077697545,さぎというものは、みんな天の川の砂が凝（こご）って、ぼおっとできるもんですからね、そして始終川へ帰りますからね、川原で待っていて、鷺がみんな、脚（あし）をこういう風にして下りてくるとこを、そいつが地べたへつくかつかないうちに、ぴたっと押（おさ）えちまうんです,0,0,0,0,129,0.594472207596372,0,1.2082673874433834,0.1804328103079656,0,0,
426,先生,両面凸レンズ模型,119,-0.8695912043404397,0.9972609476841366,0.5555061260218433,0.390670691535585,そして青い橄欖（かんらん）の森が見えない天の川の向うにさめざめと光りながらだんだんうしろの方へ行ってしまいそこから流れて来るあやしい楽器の音ももう汽車のひびきや風の音にすり耗（へ）らされてずうっとかすかになりました,0,1,1,0,107,0.6854766502822132,2,1.4869829546897315,0.1049757638480665,0,0,
438,ジョバンニ,両面凸レンズ模型,231,-0.0113301911559278,0.7938926261462369,1.7883433865328238,0.6874755129113853,青年は何とも云えず悲しそうな顔をして、じっとその子の、ちぢれてぬれた頭を見ました,0,1,0,0,40,1.59870060366935,11,5.286558716027987,0.1378446017313724,0,0,
445,カムパネルラ,両面凸レンズ模型,4,-0.539231613911122,0.9567727288213004,0.6119959425012242,0.4041978754213927,また窓の外で足をふんばってそらを見上げて鷺を捕る支度（したく）をしているのかと思って、急いでそっちを見ましたが、外はいちめんのうつくしい砂子と白いすすきの波ばかり、あの鳥捕りの広いせなかも尖（とが）った帽子も見えませんでした,1,0,0,0,112,0.9678268961676328,2,1.812711863724948,0.1133420846424582,0,0,
467,ジョバンニ,両面凸レンズ模型,105,-0.7721339723777333,0.4999999999999998,0.5526429672014649,0.3899893386223747,」カムパネルラは、指でそっと、鷺の三日月がたの白い瞑（つぶ）った眼にさわりました,1,0,0,0,40,0.9670213465082949,1,1.220886277318897,0.214400426455105,1,0,
471,先生,両面凸レンズ模型,9,-0.7862802826787836,0.7938926261462366,0.5421046648494614,0.3874852274664815,ジョバンニが見ている間その人はしきりに赤い旗をふっていましたが俄かに赤旗をおろしてうしろにかくすようにし青い旗を高く高くあげてまるでオーケストラの指揮者のように烈（はげ）しく振（ふ）りました,0,1,0,0,95,0.9917541207574038,0,1.400079631615765,0.1498442131491687,0,0,
472,ジョバンニ,両面凸レンズ模型,126,-0.2023164012853351,0.904508497187474,1.3689707367277144,0.5912102487469454,ジョバンニはそのカムパネルラはもうあの銀河のはずれにしかいないというような気がしてしかたなかったのです,0,0,0,0,51,1.4378010737354745,5,3.760418814220349,0.1173597206688779,0,0,
477,ジョバンニ,アルビレオ両面凸レンズ,96,0.3708633136811542,0.0954915028125261,0.8818817005004016,0.470504710178338,ただたくさんのくるみの木が葉をさんさんと光らしてその霧の中に立ち黄金（きん）の円光をもった電気栗鼠（りす）が可愛（かあい）い顔をその中からちらちらのぞいているだけでした,0,0,2,0,84,1.2807403774623989,0,1.6415779438390024,0.3001716809741107,1,0,
487,カムパネルラ,アルビレオ両面凸レンズ,68,0.8120913306130584,0.8345653031794295,0.5813743234100339,0.3968456603822746,そんならこのレンズの大きさがどれ位あるかまたその中のさまざまの星についてはもう時間ですからこの次の理科の時間にお話します,0,0,0,1,60,1.1076138175213186,1,1.436359318589762,0.1405218068852345,0,0,
500,カムパネルラ,両面凸レンズ模型,28,0.5784251407969826,0.0109261996330971,0.6194304703566644,0.4059895407883166,あああの白いそらの帯がみんな星だというぞ,1,0,0,1,20,0.7070155379367784,0,1.1318218596624592,0.3213566544491859,0,0,
526,ジョバンニ,両面凸レンズ模型,77,-0.7910155553366278,0.3960441545911199,0.5519483793278793,0.3898241104285571,こいつをお持ちになれぁ、なるほど、こんな不完全な幻想（げんそう）第四次の銀河鉄道なんか、どこまででも行ける筈（はず）でさあ、あなた方大したもんですね,0,0,0,0,74,0.6474533988451546,1,1.1681660688424913,0.2372773215728113,1,0,
533,カムパネルラ,アルビレオ両面凸レンズ,44,0.6371898570339776,0.4477357683661729,0.5688510988625487,0.3938520179824203,どんどん黒い松（まつ）の林の中を通ってそれからほの白い牧場の柵（さく）をまわってさっきの入口から暗い牛舎の前へまた来ました,1,0,0,0,61,0.5699078027642261,0,1.3044268050341865,0.2257440502401451,1,0,
536,カムパネルラ,両面凸レンズ模型,46,0.029577684478044,0.552264231633827,1.7787538987829443,0.6854114884773491,」青年はほんとうにびっくりしたらしく燈台看守の両手にかかえられた一もりの苹果を眼を細くしたり首をまげたりしながらわれを忘れてながめていました,0,1,0,0,70,2.107267932638779,0,4.756472854061337,0.1910854095014641,1,0,
542,カムパネルラ,アルビレオ両面凸レンズ,190,-0.3060643216798576,0.7500000000000009,1.0249350586749886,0.5062334416981813,「天の川の水あかりに、十日もつるして置くかね、そうでなけぁ、砂に三四日うずめなけぁいけないんだ,0,0,0,0,47,1.1370055584192431,3,2.5124711259159764,0.1547506623320725,0,0,
554,ジョバンニ,アルビレオ両面凸レンズ,99,0.5011244999516236,0.2061073738537633,0.643375071029341,0.4117768202879408,一昨年修学旅行で〔以下数文字分空白〕,1,0,0,0,18,1.4845743158905371,2,1.2993541276480527,0.2781853049406544,0,0,
557,先生,両面凸レンズ模型,101,0.302595219985747,0.2966316784620994,1.035408649141603,0.5088512375182574,一昨日（おととい）の第二限ころなんか、なぜ燈台の灯（ひ）を、規則以外に間〔一字分空白〕させるかって、あっちからもこっちからも、電話で故障が来ましたが、なあに、こっちがやるんじゃなくて、渡り鳥どもが、まっ黒にかたまって、あかしの前を通るのですから仕方ありませんや,1,0,0,0,130,0.9676527757857084,3,2.1398742442812115,0.2543869812376078,0,0,
563,先生,アルビレオ両面凸レンズ,232,0.1521551171720834,0.8345653031794283,1.5341061339493658,0.6304402922672301,「ええ、けれど、ごらんなさい、そら、どうです、あの立派な川、ね、あすこはあの夏中、ツインクル、ツインクル、リトル、スター　をうたってやすむとき、いつも窓からぼんやり白く見えていたでしょう,2,0,0,0,93,1.7780664674374451,2,4.3329636796816855,0.1311780216098365,0,0,
565,ジョバンニ,アルビレオ両面凸レンズ,79,0.1240923818707188,0.2966316784620998,1.6161604252135453,0.649344794346908,けれどもあやしいその銀河の水は、水素よりももっとすきとおっていたのです,0,0,0,0,35,1.2293456032097891,5,3.590053818425745,0.2487672389644617,0,0,
568,先生,アルビレオ両面凸レンズ,60,-0.3348558949602068,1.0,0.9325040530697976,0.4831324164228348,窓の外の、まるで花火でいっぱいのような、あまの川のまん中に、黒い大きな建物が四棟（むね）ばかり立って、その一つの平屋根の上に、眼（め）もさめるような、青宝玉（サファイア）と黄玉（トパース）の大きな二つのすきとおった球が、輪になってしずかにくるくるとまわっていました,0,1,0,0,132,1.02680219055866,4,2.656386085532341,0.1006747033430866,0,0,
569,先生,アルビレオ両面凸レンズ,70,0.2389786111896572,0.7499999999999999,1.2579178632126002,0.5641243877538819,先生は中にたくさん光る砂のつぶの入った大きな両面の凸（とつ）レンズを指しました,0,0,1,0,39,1.4477493190764965,1,3.1373312208421,0.1524350244898447,0,0,
572,ジョバンニ,両面凸レンズ模型,188,0.5810373622183259,0.8345653031794289,0.6182158328265941,0.4056966498123575,ただたくさんのくるみの木が葉をさんさんと光らしてその霧の中に立ち黄金（きん）の円光をもった電気栗鼠（りす）が可愛（かあい）い顔をその中からちらちらのぞいているだけでした,0,0,2,0,84,0.90159187683775,1,1.6784998718393362,0.1401677673080313,0,0,
587,ジョバンニ,アルビレオ両面凸レンズ,121,0.8232310242332699,0.9972609476841366,0.5811385659126043,0.3967892310330779,それはだんだん数を増して来てもういまは列のように崖と線路との間にならび思わずジョバンニが窓から顔を引っ込めて向う側の窓を見ましたときは美しいそらの野原の地平線のはてまでその大きなとうもろこしの木がほとんどいちめんに植えられてさやさや風にゆらぎその立派なちぢれた葉のさきからはまるでひるの間にいっぱい日光を吸った金剛石（こんごうせき）のように露（つゆ）がいっぱいについて赤や緑やきらきら燃えて光っているのでした,0,0,2,0,204,0.8363237722995338,0,1.6263435163833575,0.1047310222681668,0,0,
597,ジョバンニ,アルビレオ両面凸レンズ,30,-0.2933447495834836,0.0,1.063854807908902,0.515958279939599,「天の川の水あかりに、十日もつるして置くかね、そうでなけぁ、砂に三四日うずめなけぁいけないんだ,0,0,0,0,47,2.0462069899312665,5,1.8625532416235333,0.319361668802416,0,0,
609,カムパネルラ,アルビレオ両面凸レンズ,43,-0.6312794749353059,0.3960441545911201,0.6003691394721619,0.401401032842446,やっぱり星だとジョバンニは思いましたがこんどもすぐに答えることができませんでした,0,0,0,1,40,0.6526935108342763,1,1.3039577659591823,0.2368142446762557,0,0,
621,カムパネルラ,アルビレオ両面凸レンズ,199,-0.208737982336313,0.2966316784621,1.336940133353709,0.5834470537973986,窓の外の、まるで花火でいっぱいのような、あまの川のまん中に、黒い大きな建物が四棟（むね）ばかり立って、その一つの平屋根の上に、眼（め）もさめるような、青宝玉（サファイア）と黄玉（トパース）の大きな二つのすきとおった球が、輪になってしずかにくるくるとまわっていました,0,1,0,0,132,1.02649235491904,7,2.867082870004281,0.2514031485864421,0,0,
655,ジョバンニ,アルビレオ両面凸レンズ,31,0.9151440046514838,0.0027390523158633,0.5502185277258009,0.3894127242316008,するとさっきの白服を着た人がやっぱりだまって小さな銀貨を一つジョバンニに渡しました,1,0,0,0,41,0.8554165003817691,1,0.8954315581276405,0.323820899521246,0,0,
716,ジョバンニ,両面凸レンズ模型,18,-0.4101293223237024,0.3454915028125263,0.7699131972563118,0.4427307293020532,また窓の外で足をふんばってそらを見上げて鷺を捕る支度（したく）をしているのかと思って、急いでそっちを見ましたが、外はいちめんのうつくしい砂子と白いすすきの波ばかり、あの鳥捕りの広いせなかも尖（とが）った帽子も見えませんでした,1,0,0,0,112,1.627948464054167,2,1.6594860647735574,0.246282640209162,0,0,
757,カムパネルラ,アルビレオ両面凸レンズ,234,0.7875818587894985,0.9045084971874736,0.6120605934706667,0.4042134448905395,このいちいちの光るつぶがみんな私どもの太陽と同じようにじぶんで光っている星だと考えます,0,0,2,1,43,0.6321493443925559,1,1.5348518702304397,0.1248395928231342,0,0,
758,カムパネルラ,アルビレオ両面凸レンズ,89,-0.0741024155584854,0.0027390523158632,1.7210650418666458,0.6728415034192294,すると青年は自分でとって一つずつ二人に送ってよこしましたのでジョバンニも立ってありがとうと云いました,0,1,0,0,50,1.2970305246253702,1,3.4918312993016,0.3124837483537409,0,0,
760,カムパネルラ,両面凸レンズ模型,7,-0.0872818760564104,0.8715724127386972,1.7503968796693146,0.6792651711181016,こっちやこっちの方はガラスが厚いので、光る粒即ち星がたくさん見えその遠いのはぼうっと白く見えるというこれがつまり今日の銀河の説なのです,1,0,1,1,67,1.558570580847371,4,5.333431726765796,0.1210834623527625,1,0,
769,ジョバンニ,両面凸レンズ模型,123,-0.177206843653133,0.9755282581475772,1.453698025254233,0.6115181119957743,にわかにくっきり白いその羽根は前の方へ倒（たお）れるようになりインデアンはぴたっと立ちどまってすばやく弓を空にひきました,1,0,0,0,60,1.5114270900827176,1,4.22289018981495,0.100923058727702,0,0,
787,ジョバンニ,アルビレオ両面凸レンズ,68,-0.1297981117964649,0.8345653031794295,1.6003239234275155,0.6457304113040898,二人がその白い道を、肩（かた）をならべて行きますと、二人の影は、ちょうど四方に窓のある室（へや）の中の、二本の柱の影のように、また二つの車輪の輻（や）のように幾本（いくほん）も幾本も四方へ出るのでした,1,0,0,0,100,1.4618739000792271,2,4.624488090627895,0.1305664168483619,1,0,
794,先生,アルビレオ両面凸レンズ,174,-0.7637763010312625,0.9045084971874736,0.563017751669792,0.3924602735178437,見えない天の川のずうっと川下に青や橙（だいだい）やもうあらゆる光でちりばめられた十字架（じゅうじか）がまるで一本の木という風に川の中から立ってかがやきその上には青じろい雲がまるい環（わ）になって後光のようにかかっているのでした,0,2,2,0,113,0.7814070118315619,3,1.5291851284296327,0.125309719678042,0,0,
801,先生,アルビレオ両面凸レンズ,12,0.6597760825198352,0.6545084971874737,0.5789287038003075,0.3962604268047143,男の子はまるでパイを喰（た）べるようにもうそれを喰べていました、また折角（せっかく）剥（む）いたそのきれいな皮も、くるくるコルク抜（ぬ）きのような形になって床（ゆか）へ落ちるまでの間にはすうっと、灰いろに光って蒸発してしまうのでした,0,0,1,0,116,0.7242903220669245,2,1.461885090826808,0.1801577135465672,0,0,
820,ジョバンニ,アルビレオ両面凸レンズ,63,0.8168254865771216,0.9755282581475768,0.5812690858148505,0.3968204710710242,」ジョバンニは云いながら、まるではね上りたいくらい愉快（ゆかい）になって、足をこつこつ鳴らし、窓から顔を出して、高く高く星めぐりの口笛（くちぶえ）を吹（ふ）きながら一生けん命延びあがって、その天の川の水を、見きわめようとしましたが、はじめはどうしてもそれが、はっきりしませんでした,0,0,0,1,140,0.8132346087683988,3,1.5757797047952684,0.1095109643646921,0,0,
823,先生,アルビレオ両面凸レンズ,179,-0.823390047634496,0.9972609476841364,0.551135490168079,0.3896307729040157,またこれを巨きな乳の流れと考えるならもっと天の川とよく似ています,0,0,0,0,32,0.9471270025185884,1,1.4772029139870118,0.1050173605933293,0,0,
900,カムパネルラ,アルビレオ両面凸レンズ,4,0.4883603777889538,0.9567727288213004,0.6863886223307165,0.4222334881914587,あああの白いそらの帯がみんな星だというぞ,1,0,0,1,20,1.0997168035388971,2,1.904201724484566,0.1126206601316555,0,0,
921,ジョバンニ,アルビレオ両面凸レンズ,185,-0.1220607898747917,0.9330127018922196,1.6116826162528766,0.6483245339833588,窓の外の、まるで花火でいっぱいのような、あまの川のまん中に、黒い大きな建物が四棟（むね）ばかり立って、その一つの平屋根の上に、眼（め）もさめるような、青宝玉（サファイア）と黄玉（トパース）の大きな二つのすきとおった球が、輪になってしずかにくるくるとまわっていました,0,1,0,0,132,1.5449766511334195,5,4.950321284399454,0.1088042242243773,0,0,
934,カムパネルラ,両面凸レンズ模型,130,-0.9158148584004292,0.7500000000000007,0.5502157723227449,0.3894120690783636,頭の上の槍（やり）のような白い毛もちゃんとついていました,1,0,0,0,28,0.6201819685437785,2,1.2463079298461244,0.1594235172368653,0,0,
944,先生,アルビレオ両面凸レンズ,72,-0.0405508128411697,0.654508497187474,1.7939452414568242,0.6886778220448324,それでもたしかに流れていたことは、二人の手首の、水にひたったとこが、少し水銀いろに浮（う）いたように見え、その手首にぶっつかってできた波は、うつくしい燐光（りんこう）をあげて、ちらちらと燃えるように見えたのでもわかりました,0,0,1,0,111,1.6118136311649431,2,5.131388090556233,0.1684610177369624,0,0,
